food,adulterant_or_substitute,effect,same_article_articles,same_snippet_articles,article_ids,inference_level
Milk,urea,weakens bones,1,0,milk-4fcc3a01e43c315a,same-article contextual hypothesis; causal edge is not explicit
cool drinks,water,weakens bones,1,0,milk-4fcc3a01e43c315a,same-article contextual hypothesis; causal edge is not explicit
cofset,diethylene glycol,death,1,0,milk-55b15d39d9bcb33e,same-article contextual hypothesis; causal edge is not explicit
cofset,diethylene glycol,acuteeffect,1,0,milk-55b15d39d9bcb33e,same-article contextual hypothesis; causal edge is not explicit
water,bacteria,fflo acuteeffect,1,0,milk-5ecfbb31b7b63b64,same-article contextual hypothesis; causal edge is not explicit
water,bacteria,gastrointestinal illness,1,0,milk-5ecfbb31b7b63b64,same-article contextual hypothesis; causal edge is not explicit
water,bacteria,cholera,1,0,milk-5ecfbb31b7b63b64,same-article contextual hypothesis; causal edge is not explicit
coffee,microplastics,obesity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
coffee,microplastics,hormone level disruption,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
carrots,nanoplastics,cancer/carcinogenicity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
carrots,nanoplastics,obesity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
carrots,nanoplastics,hormone level disruption,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
radishes,nanoplastics,cancer/carcinogenicity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
radishes,nanoplastics,obesity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
radishes,nanoplastics,hormone level disruption,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
lettuce,nanoplastics,cancer/carcinogenicity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
lettuce,nanoplastics,obesity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
lettuce,nanoplastics,hormone level disruption,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
food,toxic particles,cancer/carcinogenicity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
food,toxic particles,obesity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
food,toxic particles,hormone level disruption,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
baby food,nano plastics,cancer/carcinogenicity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
baby food,nano plastics,obesity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
baby food,nano plastics,hormone level disruption,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
packaged table salt,microplastics,obesity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
packaged table salt,microplastics,hormone level disruption,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
tea,microplastics,obesity,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
tea,microplastics,hormone level disruption,1,0,milk-5fffa5696a978146,same-article contextual hypothesis; causal edge is not explicit
Paneer,urea,kidney damage,1,0,milk-601312c7904467a2,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,urea,kidney damage,1,0,milk-601312c7904467a2,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,urea,cancer/carcinogenicity,1,0,milk-601312c7904467a2,same-article contextual hypothesis; causal edge is not explicit
Khoya/mawa,formalin/formaldehyde,kidney damage,1,0,milk-601312c7904467a2,same-article contextual hypothesis; causal edge is not explicit
Milk,synthetic milk,kidney damage,1,0,milk-601312c7904467a2,same-article contextual hypothesis; causal edge is not explicit
Milk,synthetic milk,cancer/carcinogenicity,1,0,milk-601312c7904467a2,same-article contextual hypothesis; causal edge is not explicit
Milk,adulterant,jaundice,1,0,milk-6467077b7f183c28,same-article contextual hypothesis; causal edge is not explicit
Milk,adulterant,fflo acuteeffect,1,0,milk-6467077b7f183c28,same-article contextual hypothesis; causal edge is not explicit
Milk,adhesive compound,renal failure,1,0,milk-6a4e4e0b65eb5d9d,same-article contextual hypothesis; causal edge is not explicit
Milk,adhesive compound,multi-organ failure,1,0,milk-6a4e4e0b65eb5d9d,same-article contextual hypothesis; causal edge is not explicit
Milk,adhesive compound,urinary obstruction,1,0,milk-6a4e4e0b65eb5d9d,same-article contextual hypothesis; causal edge is not explicit
Milk,adhesive compound,kidney related ailments,1,0,milk-6a4e4e0b65eb5d9d,same-article contextual hypothesis; causal edge is not explicit
syrup,ethylene glycol,organ damage,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
syrup,ethylene glycol,fflo acuteeffect,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
syrup,ethylene glycol,renal failure,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
syrup,ethylene glycol,blurry vision,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
syrup,ethylene glycol,mobility impairment,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
syrup,diethylene glycol,organ damage,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
syrup,diethylene glycol,fflo acuteeffect,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
syrup,diethylene glycol,renal failure,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
syrup,diethylene glycol,blurry vision,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
syrup,diethylene glycol,mobility impairment,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
propylene glycol,ethylene glycol,organ damage,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
propylene glycol,ethylene glycol,fflo acuteeffect,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
propylene glycol,ethylene glycol,renal failure,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
propylene glycol,ethylene glycol,blurry vision,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
propylene glycol,ethylene glycol,mobility impairment,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
pharmaceutical grade propylene glycol,ethylene glycol,organ damage,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
pharmaceutical grade propylene glycol,ethylene glycol,fflo acuteeffect,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
pharmaceutical grade propylene glycol,ethylene glycol,renal failure,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
pharmaceutical grade propylene glycol,ethylene glycol,blurry vision,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
pharmaceutical grade propylene glycol,ethylene glycol,mobility impairment,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
cough syrup,ethylene glycol,organ damage,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
cough syrup,ethylene glycol,fflo acuteeffect,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
cough syrup,ethylene glycol,renal failure,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
cough syrup,ethylene glycol,blurry vision,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
cough syrup,ethylene glycol,mobility impairment,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
cough syrup,diethylene glycol,fflo acuteeffect,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
cough syrup,diethylene glycol,blurry vision,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
cough syrup,diethylene glycol,mobility impairment,1,0,milk-6cf8b965d0dba773,same-article contextual hypothesis; causal edge is not explicit
Milk,unknown adulterant,food poisoning,1,0,milk-6d351923053915dc,same-article contextual hypothesis; causal edge is not explicit
Milk,unknown adulterant,allergic reaction,1,0,milk-6d351923053915dc,same-article contextual hypothesis; causal edge is not explicit
Milk,unknown adulterant,breathing problems,1,0,milk-6d351923053915dc,same-article contextual hypothesis; causal edge is not explicit
Milk,unknown adulterant,kidney damage,1,0,milk-6d351923053915dc,same-article contextual hypothesis; causal edge is not explicit
Milk,unknown adulterant,cancer/carcinogenicity,1,0,milk-6d351923053915dc,same-article contextual hypothesis; causal edge is not explicit
vegetables,lead,food poisoning,1,0,milk-6d351923053915dc,same-article contextual hypothesis; causal edge is not explicit
vegetables,lead,allergic reaction,1,0,milk-6d351923053915dc,same-article contextual hypothesis; causal edge is not explicit
vegetables,lead,breathing problems,1,0,milk-6d351923053915dc,same-article contextual hypothesis; causal edge is not explicit
vegetables,lead,kidney damage,1,0,milk-6d351923053915dc,same-article contextual hypothesis; causal edge is not explicit
vegetables,lead,cancer/carcinogenicity,1,0,milk-6d351923053915dc,same-article contextual hypothesis; causal edge is not explicit
Milk,hazardous waste,health risk to young children,1,0,milk-70dced0f5b9bc991,same-article contextual hypothesis; causal edge is not explicit
Milk,salt,cancer/carcinogenicity,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
Milk,glucose,cancer/carcinogenicity,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,rice bran oil,food poisoning,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,rice bran oil,death,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,argemone oil,death,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,artificial allyl isothiocyanate,food poisoning,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
Mustard oil,artificial allyl isothiocyanate,death,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
peppercorns,ethylene oxide,food poisoning,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
peppercorns,ethylene oxide,death,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
soft drinks,vegetable oil/fat,food poisoning,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
soft drinks,vegetable oil/fat,death,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
soft drinks,vegetable oil/fat,cancer/carcinogenicity,1,0,milk-74d1d6aaa4ade7cf,same-article contextual hypothesis; causal edge is not explicit
vegetables,pesticide residue,neurological damage,1,0,milk-770d36ac4ddb5014,same-article contextual hypothesis; causal edge is not explicit
fruits,pesticide residue,neurological damage,1,0,milk-770d36ac4ddb5014,same-article contextual hypothesis; causal edge is not explicit
eggs,antibiotic residue,neurological damage,1,0,milk-770d36ac4ddb5014,same-article contextual hypothesis; causal edge is not explicit
poultry,hormonal growth promoters,neurological damage,1,0,milk-770d36ac4ddb5014,same-article contextual hypothesis; causal edge is not explicit
Milk,hazardous waste,human infection,1,0,milk-790fc8711484d28b,same-article contextual hypothesis; causal edge is not explicit
tap water,bacteria,fflo chroniceffect,1,0,milk-8525c631cb260a24,same-article contextual hypothesis; causal edge is not explicit
tap water,viruses,fflo chroniceffect,1,0,milk-8525c631cb260a24,same-article contextual hypothesis; causal edge is not explicit
tap water,harmful chemicals,fflo chroniceffect,1,0,milk-8525c631cb260a24,same-article contextual hypothesis; causal edge is not explicit
street food,carcinogenic compounds,cancer/carcinogenicity,1,0,milk-8525c631cb260a24,same-article contextual hypothesis; causal edge is not explicit
street food,carcinogenic compounds,fflo chroniceffect,1,0,milk-8525c631cb260a24,same-article contextual hypothesis; causal edge is not explicit
Milk,unknown contaminant,fflo acuteeffect,1,0,milk-88bcdbf611024810,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,epidemic dropsy,1,0,milk-8a55933f0d5da63a,same-article contextual hypothesis; causal edge is not explicit
Milk,urea,fatty liver disease,1,0,milk-8a55933f0d5da63a,same-article contextual hypothesis; causal edge is not explicit
