food,observed_effect,candidate_adulterant,articles_with_food_effect_context,articles_also_naming_candidate,observed_article_share_pct,laplace_smoothed_presence_pct,mean_candidate_confidence,interpretation
rice,weakness,bacillus cereus,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
rice,acuteeffect,bacillus cereus,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
rice,paralysis,bacillus cereus,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
rice,diarrhoea,bacillus cereus,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,stomach disorders,water,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,stomach disorders,starch,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Milk,stomach disorders,detergent,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,stomach disorders,sand,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,stomach disorders,artificial colour,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,stomach disorders,brick powder,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,nausea,sand,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,nausea,artificial colour,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
chilli powder,nausea,brick powder,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric powder,stomach disorders,chalk powder,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
turmeric powder,stomach disorders,metanil yellow,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric powder,stomach disorders,lead chromate,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
turmeric powder,nausea,chalk powder,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
turmeric powder,nausea,metanil yellow,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric powder,nausea,lead chromate,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
turmeric powder,food poisoning,chalk powder,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
turmeric powder,food poisoning,metanil yellow,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
turmeric powder,food poisoning,lead chromate,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
salt,stomach disorders,chalk powder,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
salt,nausea,chalk powder,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
salt,food poisoning,chalk powder,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
honey,stomach disorders,glucose,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
honey,stomach disorders,sugar,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
honey,nausea,glucose,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
honey,nausea,sugar,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
green veggies,stomach disorders,malachite green,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
green veggies,nausea,malachite green,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
green veggies,food poisoning,malachite green,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
rice,stomach disorders,plastic,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,stomach disorders,vanaspati,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Ghee,stomach disorders,starch,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
tea leaves,stomach disorders,artificial colouring,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
tea leaves,nausea,artificial colouring,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
tea leaves,food poisoning,artificial colouring,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
ice cream,stomach disorders,washing soda,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
ice cream,stomach disorders,chalk powder,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
ice cream,nausea,washing soda,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
ice cream,nausea,chalk powder,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
mustard seeds,stomach disorders,argemone seeds,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
mustard seeds,nausea,argemone seeds,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
mustard seeds,food poisoning,argemone seeds,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
sella rice,stomach disorders,turmeric,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
sella rice,nausea,turmeric,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
sella rice,food poisoning,turmeric,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
rasgulla,healtheffect_tpc_injury,unspecified adulterant,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
spurious oils,injurious to health,diglyceride,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,acidity,palm oil family,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,gas,palm oil family,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Milk,kidney ailments,palm oil family,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,conversion to trans fats at high temperature,canola rapeseed mustard,1,1,100.0,66.67,0.75,"hypothesis-ranking association, not a calibrated causal probability"
Mustard oil,conversion to trans fats at high temperature,palm oil family,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
edible oils,obesity,cottonseed oil,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
edible oils,obesity,liquid paraffin,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
edible oils,cardiovascular disease,cottonseed oil,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
edible oils,cardiovascular disease,liquid paraffin,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
sweets,cardiovascular disease,non permitted colours,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Palm oil,unsafe for human consumption,total polar compound,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,reproductive issues,argemone oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,heart failure,argemone oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,glaucoma,argemone oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,gastrointestinal illness,argemone oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,gastrointestinal problems,argemone oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,epidemic dropsy,argemone oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,severe gastrointestinal issues,argemone oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,liver damage,argemone oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,neurological effects,argemone oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,clogged arteries,total polar compounds,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,clogged arteries,used cooking oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,alzheimer s,total polar compounds,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,alzheimer s,used cooking oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,heart problems,total polar compounds,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,heart problems,used cooking oil,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Soybean oil,soft tissue damage,vitamin d,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Soybean oil,fflo acuteeffect,vitamin d,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Soybean oil,kidney damage,vitamin d,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Soybean oil,bone damage,vitamin d,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Soybean oil,hypercalcemia,vitamin d,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
Soybean oil,hypervitaminosis d,vitamin d,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
binni refined oil,soft tissue damage,vitamin d,1,1,100.0,66.67,0.8,"hypothesis-ranking association, not a calibrated causal probability"
binni refined oil,fflo acuteeffect,vitamin d,1,1,100.0,66.67,0.8,"hypothesis-ranking association, not a calibrated causal probability"
binni refined oil,kidney damage,vitamin d,1,1,100.0,66.67,0.8,"hypothesis-ranking association, not a calibrated causal probability"
binni refined oil,bone damage,vitamin d,1,1,100.0,66.67,0.8,"hypothesis-ranking association, not a calibrated causal probability"
binni refined oil,hypercalcemia,vitamin d,1,1,100.0,66.67,0.8,"hypothesis-ranking association, not a calibrated causal probability"
binni refined oil,hypervitaminosis d,vitamin d,1,1,100.0,66.67,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Khoya/mawa,severe health risks,starch,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
Paneer,hazardous to health,suspected adulterant,1,1,100.0,66.67,0.75,"hypothesis-ranking association, not a calibrated causal probability"
olive oil,diseases linked to these adulterated products,palm oil family,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
olive oil,detrimental effects on health,palm oil family,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
avocado oil,diseases linked to these adulterated products,soybean oil,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
avocado oil,detrimental effects on health,soybean oil,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,heart blockage,total polar compounds,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
rapeseed oil,ascending motor paralysis,tri ortho cresyl phosphate,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
rapeseed oil,vomiting,tri ortho cresyl phosphate,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
rapeseed oil,diarrhoea,tri ortho cresyl phosphate,1,1,100.0,66.67,0.95,"hypothesis-ranking association, not a calibrated causal probability"
namkeen,skin infections,sunset yellow,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
namkeen,stomach infections,sunset yellow,1,1,100.0,66.67,0.85,"hypothesis-ranking association, not a calibrated causal probability"
Milk,skin infections,urea,1,1,100.0,66.67,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Milk,stomach infections,urea,1,1,100.0,66.67,0.8,"hypothesis-ranking association, not a calibrated causal probability"
Edible/cooking oil,gastrointestinal diseases,animal fat,1,1,100.0,66.67,0.9,"hypothesis-ranking association, not a calibrated causal probability"
